"","V1"
"天慢",2
"天是",2
"天會",2
"天有",2
"天為",2
"天的",2
"天這",2
"太兇",2
"太差",2
"太想",2
"太晚",2
"夫多",2
"失敗",2
"奇怪",2
"奉勸",2
"女一",2
"女大",2
"女強",2
"女明",2
"女板",2
"女權",2
"女都",2
"奶就",2
"奶茶",2
"她一",2
"她來",2
"她同",2
"她後",2
"她想",2
"她老",2
"她聽",2
"她還",2
"好之",2
"好也",2
"好兩",2
"好最",2
"好友",2
"好受",2
"好只",2
"好喜",2
"好如",2
"好妳",2
"好導",2
"好就",2
"好工",2
"好很",2
"好父",2
"好生",2
"好花",2
"好讓",2
"好身",2
"好過",2
"如此",2
"妙的",2
"妹結",2
"妻是",2
"妻檔",2
"姊姊",2
"始一",2
"始打",2
"始有",2
"始比",2
"姐姐",2
"姓氏",2
"委屈",2
"姪女",2
"娛樂",2
"娶多",2
"婆和",2
"婆家",2
"婆要",2
"婚一",2
"婚前",2
"婚對",2
"婚懷",2
"婚然",2
"婚率",2
"婚結",2
"婚而",2
"婚這",2
"媒體",2
"媳婦",2
"媽咪",2
"媽在",2
"媽才",2
"媽是",2
"媽甚",2
"媽自",2
"媽要",2
"媽請",2
"媽身",2
"嬤的",2
"嬰假",2
"子A",2
"子也",2
"子人",2
"子以",2
"子們",2
"子最",2
"子可",2
"子吧",2
"子呢",2
"子嗎",2
"子因",2
"子好",2
"子富",2
"子很",2
"子慾",2
"子所",2
"子會",2
"子有",2
"子沒",2
"子玩",2
"子誕",2
"子讓",2
"子近",2
"孕了",2
"字我",2
"存壓",2
"存多",2
"孤兒",2
"孩似",2
"孩先",2
"孩剛",2
"孩加",2
"孩反",2
"孩各",2
"孩吧",2
"孩吵",2
"孩喔",2
"孩塞",2
"孩對",2
"孩尤",2
"孩從",2
"孩應",2
"孩撇",2
"孩改",2
"孩方",2
"孩比",2
"孩犧",2
"孩甚",2
"孩相",2
"孩給",2
"孩能",2
"孩說",2
"孩變",2
"孩身",2
"孩阿",2
"學在",2
"學時",2
"學朋",2
"學還",2
"學都",2
"安心",2
"完是",2
"官的",2
"定以",2
"定可",2
"定在",2
"定好",2
"定是",2
"定時",2
"定樂",2
"定社",2
"定義",2
"宜的",2
"客戶",2
"害人",2
"家了",2
"家以",2
"家分",2
"家卻",2
"家去",2
"家境",2
"家對",2
"家教",2
"家有",2
"家為",2
"家相",2
"家而",2
"家覺",2
"家養",2
"寂寞",2
"富士",2
"富養",2
"察的",2
"實也",2
"實問",2
"實很",2
"實沒",2
"實算",2
"實自",2
"實這",2
"實還",2
"寧可",2
"寧願",2
"寫一",2
"寫完",2
"寶的",2
"寶貝",2
"將就",2
"專業",2
"對問",2
"對女",2
"對打",2
"對整",2
"對沒",2
"對結",2
"導向",2
"小一",2
"小了",2
"小事",2
"小你",2
"小姐",2
"小康",2
"小朋",2
"小沒",2
"小產",2
"小資",2
"少一",2
"少了",2
"少參",2
"少吧",2
"少女",2
"少就",2
"少都",2
"就也",2
"就出",2
"就別",2
"就叫",2
"就大",2
"就小",2
"就幫",2
"就想",2
"就感",2
"就打",2
"就提",2
"就當",2
"就真",2
"就累",2
"就結",2
"就能",2
"就花",2
"就該",2
"就說",2
"就讓",2
"就越",2
"就還",2
"尿布",2
"居多",2
"屋族",2
"屎的",2
"展不",2
"屬於",2
"島一",2
"工認",2
"差別",2
"差異",2
"差的",2
"差點",2
"己似",2
"己創",2
"己吧",2
"己啊",2
"己回",2
"己如",2
"己對",2
"己已",2
"己帶",2
"己很",2
"己擦",2
"己收",2
"己時",2
"己本",2
"己比",2
"己決",2
"己洗",2
"己為",2
"己現",2
"己生",2
"己能",2
"己負",2
"己賺",2
"已沒",2
"已生",2
"帳單",2
"帶下",2
"帶他",2
"帶好",2
"帶過",2
"常也",2
"常去",2
"常可",2
"常在",2
"常看",2
"常聽",2
"常覺",2
"常說",2
"幫人",2
"平均",2
"平的",2
"年一",2
"年了",2
"年你",2
"年來",2
"年最",2
"年完",2
"年感",2
"年日",2
"年時",2
"年有",2
"年無",2
"年級",2
"年老",2
"年而",2
"年要",2
"年賺",2
"幸好",2
"幹到",2
"幾對",2
"床上",2
"底什",2
"底層",2
"底為",2
"度我",2
"度的",2
"度過",2
"度還",2
"座右",2
"庭來",2
"庭可",2
"庭和",2
"庭月",2
"庭的",2
"庭聚",2
"庭長",2
"康家",2
"康快",2
"廢物",2
"廳而",2
"弄得",2
"式我",2
"式餐",2
"弱勢",2
"強人",2
"強大",2
"強的",2
"強硬",2
"強調",2
"彌補",2
"形容",2
"往下",2
"往對",2
"往後",2
"往時",2
"往自",2
"很努",2
"很小",2
"很快",2
"很怕",2
"很悲",2
"很成",2
"很早",2
"很爛",2
"很花",2
"很重",2
"很麻",2
"後做",2
"後去",2
"後因",2
"後她",2
"後家",2
"後找",2
"後援",2
"後每",2
"後沒",2
"後續",2
"後這",2
"後開",2
"得之",2
"得人",2
"得他",2
"得台",2
"得多",2
"得家",2
"得小",2
"得幹",2
"得懂",2
"得挺",2
"得整",2
"得是",2
"得會",2
"得選",2
"得那",2
"得都",2
"從中",2
"從沒",2
"復你",2
"復興",2
"微一",2
"德觀",2
"徹底",2
"心他",2
"心可",2
"心嗎",2
"心在",2
"心工",2
"心想",2
"心愛",2
"心懷",2
"心生",2
"心真",2
"心胸",2
"心自",2
"心要",2
"忍術",2
"忙照",2
"忙的",2
"忙而",2
"快兩",2
"快活",2
"快點",2
"念不",2
"念以",2
"念書",2
"念頭",2
"怕就",2
"怕懷",2
"怕我",2
"怕死",2
"怕沒",2
"怕痛",2
"怕的",2
"思想",2
"性也",2
"性來",2
"性別",2
"性和",2
"性會",2
"性這",2
"怨恨",2
"怪父",2
"怪獸",2
"恭喜",2
"悸動",2
"情不",2
"情人",2
"情我",2
"情會",2
"惜我",2
"惱的",2
"想上",2
"想也",2
"想了",2
"想什",2
"想其",2
"想回",2
"想就",2
"想想",2
"想打",2
"想把",2
"想有",2
"想為",2
"想的",2
"想盧",2
"想知",2
"想罵",2
"想被",2
"想起",2
"想這",2
"想都",2
"愉快",2
"意忍",2
"意志",2
"意接",2
"意為",2
"意犧",2
"意的",2
"意負",2
"意這",2
"愛一",2
"愛不",2
"愛也",2
"愛人",2
"愛他",2
"愛但",2
"愛你",2
"愛做",2
"愛對",2
"愛或",2
"愛自",2
"愛這",2
"愛靠",2
"感上",2
"感動",2
"感的",2
"感跟",2
"慈善",2
"慕的",2
"慮了",2
"慶幸",2
"憐的",2
"懇請",2
"懷念",2
"成一",2
"成不",2
"成這",2
"我之",2
"我今",2
"我依",2
"我內",2
"我再",2
"我出",2
"我剛",2
"我努",2
"我十",2
"我同",2
"我唯",2
"我喜",2
"我太",2
"我失",2
"我常",2
"我得",2
"我感",2
"我替",2
"我朋",2
"我每",2
"我比",2
"我滿",2
"我照",2
"我男",2
"我當",2
"我眼",2
"我知",2
"我觀",2
"我那",2
"我雖",2
"我非",2
"或大",2
"或自",2
"或資",2
"房租",2
"所當",2
"所能",2
"手上",2
"手牽",2
"手這",2
"才1",2
"才完",2
"才決",2
"才生",2
"才藝",2
"打一",2
"打了",2
"打出",2
"打扮",2
"打擊",2
"打機",2
"打死",2
"扶持",2
"扶養",2
"找伴",2
"找回",2
"找好",2
"找工",2
"承認",2
"把你",2
"把全",2
"把我",2
"把有",2
"抑或",2
"抓狂",2
"折磨",2
"抱孫",2
"抱的",2
"拒絕",2
"拖累",2
"拼事",2
"拿棒",2
"拿的",2
"持你",2
"持單",2
"持我",2
"指教",2
"捐出",2
"掉下",2
"掉了",2
"掉到",2
"排版",2
"排的",2
"探望",2
"控制",2
"推文",2
"推著",2
"提出",2
"提早",2
"提是",2
"提過",2
"撇開",2
"撐下",2
"擇一",2
"擔家",2
"擔所",2
"擠出",2
"擦我",2
"擺明",2
"擺脫",2
"收拾",2
"改會",2
"救你",2
"教了",2
"教學",2
"教師",2
"教授",2
"整齊",2
"數字",2
"數結",2
"文吃",2
"文哲",2
"文幾",2
"文的",2
"文這",2
"文音",2
"新北",2
"新的",2
"斷掉",2
"斷的",2
"斷養",2
"方向",2
"方快",2
"方有",2
"方經",2
"於一",2
"於小",2
"於我",2
"於自",2
"族還",2
"既有",2
"早3",2
"早下",2
"早結",2
"明我",2
"明星",2
"明白",2
"明的",2
"易受",2
"星的",2
"星等",2
"是2",2
"是事",2
"是今",2
"是以",2
"是低",2
"是傳",2
"是像",2
"是全",2
"是只",2
"是啊",2
"是單",2
"是堅",2
"是太",2
"是妳",2
"是害",2
"是年",2
"是得",2
"是忍",2
"是情",2
"是感",2
"是把",2
"是整",2
"是本",2
"是比",2
"是準",2
"是災",2
"是物",2
"是當",2
"是短",2
"是種",2
"是給",2
"是罪",2
"是老",2
"是苦",2
"是蠻",2
"是討",2
"是變",2
"是責",2
"是跟",2
"是身",2
"是進",2
"是過",2
"是還",2
"是重",2
"是長",2
"是降",2
"是陪",2
"是雙",2
"是難",2
"是靠",2
"時不",2
"時也",2
"時代",2
"時刻",2
"時就",2
"時常",2
"時有",2
"時父",2
"時男",2
"時看",2
"時結",2
"時總",2
"時老",2
"智慧",2
"更可",2
"更無",2
"書出",2
"會下",2
"會了",2
"會人",2
"會以",2
"會來",2
"會做",2
"會全",2
"會再",2
"會出",2
"會分",2
"會去",2
"會和",2
"會哭",2
"會問",2
"會地",2
"會增",2
"會太",2
"會害",2
"會小",2
"會工",2
"會已",2
"會感",2
"會懷",2
"會我",2
"會拿",2
"會接",2
"會擔",2
"會早",2
"會沒",2
"會減",2
"會漸",2
"會為",2
"會爆",2
"會現",2
"會結",2
"會給",2
"會聽",2
"會要",2
"會認",2
"會讀",2
"會責",2
"會資",2
"會跟",2
"會過",2
"會長",2
"會願",2
"會養",2
"月3",2
"月不",2
"月入",2
"月後",2
"月的",2
"月要",2
"月還",2
"有1",2
"有也",2
"有交",2
"有伴",2
"有優",2
"有原",2
"有只",2
"有單",2
"有因",2
"有基",2
"有太",2
"有對",2
"有少",2
"有工",2
"有強",2
"有後",2
"有悸",2
"有感",2
"有房",2
"有所",2
"有打",2
"有新",2
"有是",2
"有機",2
"有每",2
"有比",2
"有煩",2
"有父",2
"有爸",2
"有特",2
"有甚",2
"有用",2
"有男",2
"有相",2
"有看",2
"有網",2
"有耐",2
"有能",2
"有良",2
"有被",2
"有覺",2
"有計",2
"有話",2
"有請",2
"有講",2
"有買",2
"有過",2
"有部",2
"有閒",2
"有限",2
"服我",2
"服的",2
"服輪",2
"服飾",2
"望不",2
"望他",2
"望在",2
"望我",2
"望的",2
"期望",2
"期款",2
"期的",2
"未知",2
"本就",2
"本我",2
"本是",2
"本書",2
"本要",2
"本質",2
"本都",2
"杯子",2
"板一",2
"板友",2
"果先",2
"果原",2
"果哪",2
"果找",2
"果政",2
"果有",2
"果無",2
"果現",2
"果男",2
"架看",2
"柯文",2
"栽培",2
"桃花",2
"案子",2
"條生",2
"棄父",2
"棄養",2
"業2",2
"業上",2
"業務",2
"業問",2
"業或",2
"業生",2
"業結",2
"樂也",2
"樂學",2
"樂觀",2
"樂這",2
"模樣",2
"樣他",2
"樣以",2
"樣只",2
"樣啊",2
"樣問",2
"樣嗎",2
"樣在",2
"樣小",2
"樣就",2
"樣廢",2
"樣想",2
"樣拿",2
"樣會",2
"樣未",2
"樣照",2
"樣結",2
"樣覺",2
"樣貌",2
"樣還",2
"樣雖",2
"櫃總",2
"次可",2
"次就",2
"次遇",2
"款都",2
"歐美",2
"正他",2
"正你",2
"正地",2
"正好",2
"正面",2
"歪的",2
"歲前",2
"歲在",2
"歲沒",2
"歷的",2
"死了",2
"死在",2
"死的",2
"殘障",2
"段是",2
"段的",2
"母了",2
"母你",2
"母們",2
"母可",2
"母咪",2
"母如",2
"母對",2
"母感",2
"母生",2
"母那",2
"母非",2
"每周",2
"每每",2
"每看",2
"比上",2
"比他",2
"比大",2
"比賽",2
"比起",2
"氣a",2
"氣p",2
"氣氛",2
"氣的",2
"氣要",2
"水不",2
"水深",2
"永續",2
"求愛",2
"決不",2
"沒什",2
"沒去",2
"沒工",2
"沒得",2
"沒意",2
"沒放",2
"沒時",2
"沒東",2
"沒看",2
"沒考",2
"沒話",2
"沒責",2
"沒這",2
"沒金",2
"法吧",2
"法小",2
"法律",2
"法從",2
"法找",2
"法搞",2
"法改",2
"法會",2
"法決",2
"法理",2
"法而",2
"法請",2
"法讓",2
"法負",2
"法跟",2
"法這",2
"法養",2
"注重",2
"洋溢",2
"洗一",2
"洗他",2
"洞口",2
"活一",2
"活到",2
"活得",2
"活有",2
"活生",2
"活該",2
"活這",2
"活過",2
"浪漢",2
"消防",2
"深呼",2
"混過",2
"添加",2
"渥的",2
"源不",2
"源就",2
"溝通",2
"溫暖",2
"滅亡",2
"滿6",2
"滿意",2
"滿的",2
"漳和",2
"漸行",2
"漸遠",2
"潔癖",2
"激的",2
"濟條",2
"濟無",2
"灣少",2
"灣社",2
"灣經",2
"灣這",2
"灰姑",2
"為一",2
"為不",2
"為也",2
"為傳",2
"為別",2
"為啥",2
"為堅",2
"為大",2
"為家",2
"為更",2
"為此",2
"為父",2
"為生",2
"為老",2
"為至",2
"為覺",2
"為讓",2
"為過",2
"為還",2
"為那",2
"為高",2
"無奈",2
"無憂",2
"無所",2
"無病",2
"無色",2
"無負",2
"然事",2
"然在",2
"然大",2
"然有",2
"然發",2
"然目",2
"然而",2
"然要",2
"然這",2
"然還",2
"煮湯",2
"照護",2
"煩死",2
"熱潮",2
"爛不",2
"爛還",2
"爸和",2
"爽的",2
"爾蒙",2
"版友",2
"牌運",2
"物不",2
"物價",2
"物慾",2
"物才",2
"物的",2
"物種",2
"牲奉",2
"牽制",2
"牽手",2
"狗屎",2
"狹隘",2
"獨生",2
"獲得",2
"獸對",2
"率低",2
"率又",2
"率比",2
"率的",2
"率這",2
"王子",2
"玩也",2
"玩玩",2
"玩笑",2
"玻璃",2
"班就",2
"班的",2
"現一",2
"現原",2
"現年",2
"現很",2
"現無",2
"現階",2
"球人",2
"理想",2
"理準",2
"理財",2
"甘自",2
"生1",2
"生中",2
"生來",2
"生啦",2
"生因",2
"生大",2
"生太",2
"生失",2
"生存",2
"生家",2
"生對",2
"生怕",2
"生想",2
"生意",2
"生應",2
"生成",2
"生或",2
"生整",2
"生晚",2
"生氣",2
"生為",2
"生父",2
"生爸",2
"生生",2
"生目",2
"生等",2
"生經",2
"生老",2
"生自",2
"生變",2
"生贏",2
"生還",2
"產假",2
"產均",2
"用上",2
"用了",2
"用人",2
"用品",2
"用很",2
"用心",2
"用生",2
"用的",2
"用這",2
"用過",2
"用還",2
"用那",2
"用錢",2
"用餐",2
"由不",2
"男s",2
"男孩",2
"男朋",2
"男的",2
"界一",2
"界上",2
"界你",2
"界天",2
"界的",2
"留學",2
"留給",2
"畫在",2
"畫板",2
"畫生",2
"畫筆",2
"當下",2
"當兵",2
"當擋",2
"當有",2
"當父",2
"疑人",2
"病也",2
"病了",2
"病呻",2
"病房",2
"病會",2
"病要",2
"瘋狂",2
"療人",2
"發出",2
"發布",2
"發燒",2
"發的",2
"發達",2
"白的",2
"白說",2
"百五",2
"百倍",2
"百分",2
"百多",2
"百貨",2
"的A",2
"的C",2
"的s",2
"的X",2
"的上",2
"的乾",2
"的了",2
"的優",2
"的光",2
"的內",2
"的八",2
"的出",2
"的判",2
"的前",2
"的反",2
"的另",2
"的各",2
"的名",2
"的喜",2
"的單",2
"的場",2
"的壓",2
"的奉",2
"的她",2
"的妳",2
"的姓",2
"的婆",2
"的完",2
"的定",2
"的工",2
"的幫",2
"的影",2
"的後",2
"的忍",2
"的應",2
"的懷",2
"的手",2
"的才",2
"的拜",2
"的挑",2
"的擁",2
"的改",2
"的文",2
"的標",2
"的活",2
"的消",2
"的滿",2
"的當",2
"的病",2
"的白",2
"的的",2
"的皺",2
"的目",2
"的直",2
"的真",2
"的社",2
"的稅",2
"的種",2
"的給",2
"的職",2
"的膝",2
"的興",2
"的行",2
"的表",2
"的計",2
"的語",2
"的談",2
"的貧",2
"的起",2
"的越",2
"的通",2
"的配",2
"的長",2
"的除",2
"的陰",2
"的高",2
"皺紋",2
"盡所",2
"盧小",2
"直吵",2
"直在",2
"直希",2
"直找",2
"直擦",2
"直洗",2
"直說",2
"直都",2
"相同",2
"相愛",2
"相扶",2
"相關",2
"省下",2
"看一",2
"看世",2
"看在",2
"看她",2
"看有",2
"看根",2
"看病",2
"看那",2
"真帶",2
"真愛",2
"眼前",2
"眼裡",2
"睡前",2
"瞧不",2
"瞬間",2
"短命",2
"確的",2
"社畜",2
"視讓",2
"福喜",2
"福我",2
"禮抑",2
"萬一",2
"萬多",2
"萬還",2
"私校",2
"移民",2
"種不",2
"種壓",2
"種念",2
"種感",2
"種成",2
"種條",2
"種無",2
"種狀",2
"種行",2
"種超",2
"空虛",2
"空間",2
"穿了",2
"穿別",2
"窮世",2
"窮到",2
"窮忙",2
"窮養",2
"立場",2
"立後",2
"童星",2
"竭盡",2
"笑了",2
"笑又",2
"笑容",2
"笑我",2
"笑笑",2
"笑話",2
"第2",2
"等也",2
"等他",2
"等社",2
"筍的",2
"算什",2
"算你",2
"算年",2
"算有",2
"算自",2
"管原",2
"管嬰",2
"管的",2
"管自",2
"篇文",2
"精生",2
"糟糕",2
"紀輕",2
"紀都",2
"約好",2
"純粹",2
"素擔",2
"索的",2
"索這",2
"累到",2
"累的",2
"細節",2
"終不",2
"結束",2
"給她",2
"給父",2
"經4",2
"經出",2
"經拋",2
"經是",2
"經營",2
"經生",2
"維他",2
"緒的",2
"緣的",2
"縮到",2
"總收",2
"總會",2
"總覺",2
"繁殖",2
"繳所",2
"繼承",2
"缺的",2
"缺窮",2
"缺陷",2
"罪過",2
"美好",2
"美式",2
"美滿",2
"美的",2
"群體",2
"義的",2
"羽球",2
"翻身",2
"老三",2
"老其",2
"老天",2
"老是",2
"老母",2
"老還",2
"老院",2
"者不",2
"者我",2
"者本",2
"而他",2
"而你",2
"而反",2
"而找",2
"而結",2
"耶<",2
"聊天",2
"聯考",2
"聰明",2
"職了",2
"職業",2
"職的",2
"聽話",2
"股變",2
"肥胖",2
"肪數",2
"育下",2
"育嬰",2
"育孩",2
"育是",2
"育環",2
"育的",2
"育補",2
"胃酸",2
"能也",2
"能互",2
"能保",2
"能出",2
"能去",2
"能增",2
"能大",2
"能小",2
"能忍",2
"能性",2
"能想",2
"能打",2
"能找",2
"能把",2
"能接",2
"能為",2
"能的",2
"能看",2
"能跟",2
"能這",2
"能量",2
"能防",2
"脫這",2
"腎臟",2
"腦殘",2
"腳步",2
"腳踝",2
"腹產",2
"膝蓋",2
"臟掉",2
"臨的",2
"自信",2
"自家",2
"自已",2
"自從",2
"自認",2
"至還",2
"致的",2
"舉例",2
"舉凡",2
"舒服",2
"般上",2
"般的",2
"良基",2
"良好",2
"花1",2
"花一",2
"花不",2
"花到",2
"若有",2
"苦不",2
"苦之",2
"苦女",2
"苦我",2
"苦明",2
"苦還",2
"范范",2
"草皮",2
"菲傭",2
"著一",2
"著不",2
"著就",2
"著我",2
"著看",2
"著自",2
"著跟",2
"落在",2
"蓋和",2
"處都",2
"蠻有",2
"血壓",2
"血的",2
"行時",2
"行漸",2
"行的",2
"行身",2
"術也",2
"術的",2
"衛生",2
"衝康",2
"衣食",2
"表達",2
"衰退",2
"被催",2
"被嘲",2
"被大",2
"被強",2
"被綁",2
"被老",2
"被親",2
"被逼",2
"補救",2
"補習",2
"裝潢",2
"裡也",2
"裡就",2
"裡都",2
"西吃",2
"西越",2
"西還",2
"要上",2
"要他",2
"要付",2
"要休",2
"要像",2
"要先",2
"要原",2
"要唱",2
"要嘛",2
"要四",2
"要因",2
"要增",2
"要太",2
"要嫁",2
"要學",2
"要寫",2
"要年",2
"要很",2
"要怎",2
"要抽",2
"要擔",2
"要活",2
"要滿",2
"要煩",2
"要當",2
"要等",2
"要經",2
"要被",2
"要講",2
"要負",2
"要賭",2
"要走",2
"要過",2
"要那",2
"要離",2
"要面",2
"見得",2
"親動",2
"親友",2
"親密",2
"親生",2
"覺到",2
"覺很",2
"覺悟",2
"覺沒",2
"觀到",2
"觀在",2
"解這",2
"計算",2
"訊是",2
"訪問",2
"許大",2
"許這",2
"訴你",2
"評估",2
"試的",2
"試著",2
"話他",2
"話小",2
"話會",2
"話的",2
"話聊",2
"話那",2
"該就",2
"該給",2
"該說",2
"該還",2
"該都",2
"認養",2
"語氣",2
"誤到",2
"說也",2
"說了",2
"說最",2
"說出",2
"說加",2
"說只",2
"說嘴",2
"說太",2
"說她",2
"說對",2
"說就",2
"說已",2
"說希",2
"說後",2
"說當",2
"說窮",2
"說老",2
"說說",2
"說過",2
"誰還",2
"調整",2
"調說",2
"談戀",2
"談起",2
"請你",2
"請假",2
"請外",2
"請大",2
"論小",2
"論要",2
"論點",2
"講好",2
"講那",2
"謝大",2
"證明",2
"識就",2
"識幾",2
"識我",2
"識的",2
"議生",2
"讀不",2
"變一",2
"變低",2
"變像",2
"變多",2
"變少",2
"變這",2
"變高",2
"變黃",2
"讓不",2
"讓人",2
"讓位",2
"讓台",2
"讓她",2
"讓妳",2
"讓後",2
"象的",2
"貓陪",2
"貢獻",2
"責的",2
"買什",2
"買包",2
"買甚",2
"費吵",2
"費學",2
"費才",2
"費更",2
"費降",2
"資訊",2
"質上",2
"質沒",2
"質都",2
"賺得",2
"贅述",2
"贊助",2
"走偏",2
"走到",2
"走的",2
"起之",2
"起前",2
"起勇",2
"起當",2
"起責",2
"超可",2
"超好",2
"超越",2
"越高",2
"足我",2
"足自",2
"跟傳",2
"跟別",2
"跟另",2
"跟同",2
"跟大",2
"跟對",2
"跟年",2
"跟打",2
"跟教",2
"跟現",2
"跟男",2
"跟自",2
"跟花",2
"跟長",2
"跟養",2
"路邊",2
"身不",2
"身也",2
"身去",2
"身名",2
"身因",2
"身好",2
"身未",2
"身為",2
"身生",2
"身者",2
"躺草",2
"車也",2
"軟體",2
"較不",2
"較台",2
"較多",2
"較實",2
"較有",2
"較高",2
"輕生",2
"輕輕",2
"輕還",2
"輩有",2
"輩說",2
"辭職",2
"迅速",2
"近我",2
"近期",2
"近的",2
"近跟",2
"近身",2
"迪士",2
"追不",2
"送到",2
"送去",2
"送給",2
"透天",2
"這代",2
"這份",2
"這位",2
"這問",2
"這對",2
"這年",2
"這摸",2
"這本",2
"這條",2
"這段",2
"這筆",2
"這邊",2
"通不",2
"通小",2
"造機",2
"連去",2
"進不",2
"進心",2
"進產",2
"逼我",2
"逼著",2
"遇過",2
"遊民",2
"運佳",2
"遍還",2
"過其",2
"過剩",2
"過因",2
"過多",2
"過太",2
"過女",2
"過如",2
"過對",2
"過幾",2
"過很",2
"過沒",2
"過當",2
"過真",2
"過許",2
"道台",2
"道嚮",2
"道女",2
"道她",2
"道小",2
"道德",2
"道是",2
"道會",2
"道為",2
"道理",2
"道生",2
"道自",2
"道要",2
"達可",2
"適用",2
"選舉",2
"選項",2
"遺產",2
"避免",2
"還只",2
"還多",2
"還必",2
"還敢",2
"還無",2
"還真",2
"還跟",2
"還願",2
"邊也",2
"邊太",2
"邊有",2
"邊說",2
"邏輯",2
"那不",2
"那代",2
"那你",2
"那倒",2
"那幾",2
"那真",2
"部的",2
"都一",2
"都丟",2
"都只",2
"都已",2
"都得",2
"都比",2
"都算",2
"都解",2
"鄉民",2
"配偶",2
"配合",2
"酸一",2
"重但",2
"重感",2
"量到",2
"銷就",2
"銷真",2
"錢去",2
"錢可",2
"錢幫",2
"錢把",2
"錢當",2
"錢觀",2
"錢都",2
"錢錢",2
"錯了",2
"錯是",2
"鍋我",2
"鏡子",2
"長久",2
"長反",2
"長得",2
"長有",2
"長環",2
"開你",2
"開放",2
"開明",2
"開經",2
"開電",2
"閒的",2
"閒聊",2
"間不",2
"間和",2
"間成",2
"間我",2
"間房",2
"間更",2
"間看",2
"間要",2
"間跟",2
"間這",2
"阿你",2
"阿姨",2
"阿我",2
"阿重",2
"附近",2
"限大",2
"陰了",2
"陸統",2
"隔代",2
"障礙",2
"隨便",2
"險太",2
"險至",2
"險費",2
"隱私",2
"隻貓",2
"雞排",2
"離婚",2
"難不",2
"難形",2
"零用",2
"非洲",2
"靠爸",2
"靠背",2
"靠自",2
"面亂",2
"面就",2
"面我",2
"面有",2
"面煮",2
"面臨",2
"面鼓",2
"韓國",2
"音樂",2
"竟然",2
"竟自",2
"竟跟",2
"響生",2
"頂多",2
"項目",2
"順便",2
"順其",2
"須去",2
"須是",2
"須每",2
"頓時",2
"頭吧",2
"頭期",2
"題吧",2
"題多",2
"題大",2
"題對",2
"題時",2
"題有",2
"題現",2
"題男",2
"題要",2
"題這",2
"題還",2
"顏值",2
"願選",2
"類文",2
"顧不",2
"顧他",2
"顧孩",2
"顧完",2
"風景",2
"食無",2
"食物",2
"飯不",2
"飯我",2
"飯時",2
"飲料",2
"飲食",2
"飾而",2
"養之",2
"養個",2
"養就",2
"養活",2
"餐也",2
"首先",2
"馬的",2
"驗我",2
"驗的",2
"驚人",2
"體不",2
"高3",2
"高帥",2
"高我",2
"高收",2
"高文",2
"高調",2
"鬆你",2
"鬱症",2
"魯今",2
"魯蛇",2
"鳥鳥",2
"麼創",2
"麼原",2
"麼問",2
"麼喜",2
"麼單",2
"麼小",2
"麼心",2
"麼悲",2
"麼意",2
"麼狹",2
"麼痛",2
"麼看",2
"麼結",2
"麼講",2
"麼都",2
"麼長",2
"點不",2
"點了",2
"點你",2
"點大",2
"點好",2
"點我",2
"點的",2
"點結",2
"點自",2
"點錢",2
"點難",2
"點點",2
"鼓起",2
"齡的",2
"齡還",2
"
他",1
"，交",1
"，因",1
"，我",1
"，才",1
"，會",1
"，沒",1
"，看",1
"，結",1
"，要",1
"，除",1
"。但",1
"。另",1
"。想",1
"。昨",1
"。會",1
"""如",1
"""這",1
"(我",1
"(除",1
")
",1
")在",1
"￣╭",1
"￣▽",1
"ˇˇ",1
"ˇ大",1
"ˉ些",1
"+0",1
"+B",1
">b",1
">ρ",1
">ω",1
">你",1
">像",1
">擔",1
">爸",1
">說",1
">錢",1
"╭之",1
"╮￣",1
"▽￣",1
"02",1
"05",1
"08",1
"0C",1
"0F",1
"0k",1
"0K",1
"0n",1
"0w",1
"0並",1
"0之",1
"0了",1
"0人",1
"0以",1
"０其",1
"0前",1
"0在",1
"0大",1
"0好",1
"0家",1
"0後",1
"0才",1
"0沒",1
"0生",1
"0答",1
"0門",1
"１０",1
"13",1
"14",1
"1個",1
"1台",1
"1媒",1
"1家",1
"1寵",1
"1屁",1
"1年",1
"1廳",1
"1本",1
"1每",1
"1老",1
"1臺",1
"１養",1
"1高",1
"1點",1
"27",1
"29",1
"2w",1
"2代",1
"2以",1
"2位",1
"2只",1
"2名",1
"2因",1
"2完",1
"2宗",1
"2年",1
"２想",1
"2房",1
"2掉",1
"2月",1
"2有",1
"2現",1
"2看",1
"2置",1
"2間",1
"2體",1
"37",1
"38",1
"3A",1
"3z",1
"3事",1
"3但",1
"3其",1
"3出",1
"3千",1
"3完",1
"3小",1
"3從",1
"3歲",1
"3經",1
"3肚",1
"３錢",1
"3體",1
"3點",1
"4，",1
"4>",1
"41",1
"42",1
"43",1
"4可",1
"４喜",1
"4完",1
"4年",1
"4托",1
"4父",1
"4萬",1
"4經",1
"4陰",1
"52",1
"54",1
"5k",1
"5不",1
"５人",1
"5休",1
"5備",1
"5克",1
"5公",1
"5分",1
"5無",1
"5財",1
"5體",1
"63",1
"65",1
"6A",1
"6可",1
"6容",1
"6就",1
"6時",1
"６長",1
"70",1
"75",1
"7也",1
"7乳",1
"7件",1
"7個",1
"7歲",1
"7的",1
"７老",1
"7聯",1
"82",1
"83",1
"87",1
"88",1
"8個",1
"８傳",1
"8年",1
"8我",1
"8放",1
"8晚",1
"8耶",1
"9>",1
"93",1
